City ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
292,Kalmunai,63,LK,1619799962,80,7.4167,81.8167,81.41,8.25
293,Esperance,40,AU,1619800010,93,-33.8667,121.9,48.2,5.75
294,Cam Ranh,20,VN,1619800053,78,11.9214,109.1591,80.6,5.75
295,Lorengau,95,PG,1619800054,78,-2.0226,147.2712,80.38,2.44
296,Caher,89,IE,1619800054,89,52.3769,-7.9217,55.99,8.01
297,Tomelloso,40,ES,1619800054,44,39.1522,-3.0243,60.8,9.22
298,Constitución,100,CL,1619800055,79,-35.3333,-72.4167,58.75,10.69
299,Pernem,20,IN,1619800055,79,15.7167,73.8,86.0,9.22
300,Wanning,14,CN,1619800056,83,18.8003,110.3967,76.57,3.47
301,Tacuarembó,0,UY,1619800056,46,-31.7333,-55.9833,72.9,8.28
302,General Roca,0,AR,1619800057,52,-39.0333,-67.5833,64.4,5.75
303,Xuchang,0,CN,1619800057,44,34.0167,113.8167,60.8,8.95
304,Mildura,13,AU,1619800018,50,-34.2,142.15,55.4,5.75
305,Ukiah,1,US,1619800006,47,39.1502,-123.2078,61.0,3.38
306,Mayo,75,US,1619800058,42,38.8876,-76.5119,70.0,14.97
307,Ostrovnoy,100,RU,1619800058,81,68.0531,39.5131,27.88,15.39
308,Kutum,8,SD,1619800059,10,14.2,24.6667,91.18,10.63
309,Webuye,75,KE,1619800059,43,0.6075,34.7697,71.6,5.75
310,Kyshtovka,35,RU,1619800060,56,56.555,76.6271,45.27,7.61
311,Liwale,99,TZ,1619800061,95,-9.7667,37.9333,70.83,3.53
312,Yulara,76,AU,1619800061,37,-25.2406,130.9889,53.6,3.44
313,Kiyevskoye,75,RU,1619800061,87,45.0383,37.8883,53.6,8.95
314,Shache,13,CN,1619800062,11,38.4167,77.2406,75.07,4.81
315,Bengkulu,100,ID,1619800062,87,-3.8004,102.2655,77.67,5.48
316,Nanortalik,6,GL,1619800063,65,60.1432,-45.2371,41.83,5.99
317,Istok,0,XK,1619800063,24,42.7808,20.4875,78.8,12.66
318,Wyndham,75,US,1619800064,35,37.6985,-77.6125,75.0,16.11
319,Pastavy,20,BY,1619800064,70,55.1168,26.8326,52.59,13.0
320,Bathsheba,20,BB,1619800065,51,13.2167,-59.5167,86.0,19.57
321,Cooma,1,AU,1619800065,93,-36.2333,149.1333,37.4,8.05
322,Pangnirtung,75,CA,1619800066,93,66.1451,-65.7125,32.0,3.44
323,Kitob,69,UZ,1619800066,52,39.0843,66.8332,66.2,13.8
324,Sola,100,VU,1619800066,74,-13.8833,167.55,81.16,19.1
325,San Vicente,1,AR,1619800067,29,-26.6167,-54.1333,75.74,4.56
326,Poronaysk,100,RU,1619800067,85,49.2167,143.1167,34.93,20.31
327,Khovd,100,MN,1619800068,26,48.0056,91.6419,63.23,10.74
328,Caceres,52,ES,1619800068,45,39.522,-6.3748,64.99,1.99
329,Smyrna,90,US,1619800069,45,33.884,-84.5144,71.01,12.66
330,Aklavik,100,CA,1619800069,86,68.2191,-135.0107,23.0,6.91
331,Luganville,86,VU,1619800069,81,-15.5333,167.1667,78.55,9.04
332,Strand,0,ZA,1619800070,59,-34.1069,18.8275,62.01,19.57
333,Marang,40,MY,1619800070,94,5.2056,103.2059,78.8,3.44
334,Ozernovskiy,65,RU,1619800071,85,51.5,156.5167,36.23,6.24
335,Coyhaique,75,CL,1619800071,62,-45.5752,-72.0662,57.2,5.75
336,Sorong,96,ID,1619800072,83,-0.8833,131.25,79.12,2.75
337,Hualmay,3,PE,1619800072,73,-11.0964,-77.6139,71.2,9.31
338,Laguna,1,US,1619799817,55,38.421,-121.4238,66.99,4.61
339,Kupang,37,ID,1619800073,83,-10.1667,123.5833,76.42,5.08
340,Rovaniemi,40,FI,1619799908,69,66.5,25.7167,28.4,5.75
341,Saint-Pierre,0,RE,1619800074,83,-21.3393,55.4781,77.0,4.61
342,Mpika,20,ZM,1619800074,86,-11.8343,31.4529,64.67,4.72
343,Alenquer,75,BR,1619800075,79,-1.9417,-54.7383,84.2,8.05
344,Belaya Gora,100,RU,1619800076,90,68.5333,146.4167,25.3,8.99
345,Severo-Yeniseyskiy,95,RU,1619800076,96,60.3725,93.0408,33.3,9.55
346,Vao,90,NC,1619800076,61,-22.6667,167.4833,74.3,20.15
347,Nouakchott,11,MR,1619799825,61,18.0858,-15.9785,77.0,23.02
348,Ngaoundéré,98,CM,1619800077,69,7.3167,13.5833,73.94,1.88
349,Ulstrup,96,DK,1619800077,66,56.3899,9.7935,48.0,3.0
350,Lyantonde,98,UG,1619800078,88,-0.4031,31.1572,66.72,2.39
351,Grindavik,75,IS,1619800078,65,63.8424,-22.4338,41.0,24.16
352,Kathmandu,40,NP,1619799925,77,27.7167,85.3167,62.6,4.61
353,Isla Vista,1,US,1619799803,72,34.4133,-119.861,79.0,4.61
354,Saint-Philippe,0,RE,1619800079,83,-21.3585,55.7679,77.0,4.61
355,Dutlwe,54,BW,1619800080,37,-23.9833,23.9,71.46,15.5
356,San Juan,96,AR,1619799812,36,-31.5375,-68.5364,73.29,2.71
357,Nikolskoye,0,RU,1619800080,42,59.7035,30.7861,46.99,13.42
358,Meulaboh,89,ID,1619800081,85,4.1363,96.1285,78.94,3.87
359,Assiut,0,EG,1619800081,12,27.181,31.1837,100.4,10.36
360,Bonthe,96,SL,1619799956,60,7.5264,-12.505,87.75,13.73
361,Orchard Homes,1,US,1619800082,35,46.8633,-114.0484,62.01,3.29
362,Nadadores,75,MX,1619800082,68,27.05,-101.6,66.2,4.61
363,Killybegs,75,IE,1619800082,50,54.6333,-8.45,50.0,6.91
364,Balakhninskiy,12,RU,1619800083,94,58.0106,114.2769,26.13,3.4
365,Flers,20,FR,1619799796,54,48.7372,-0.5747,51.8,8.05
366,Grafton,90,US,1619800084,62,42.207,-71.6856,60.01,24.16
367,Tual,42,ID,1619800084,75,-5.6667,132.75,82.63,11.48
368,Riyadh,0,SA,1619800084,9,24.6877,46.7219,96.8,11.5
369,Cairns,40,AU,1619799915,73,-16.9167,145.7667,73.4,10.36
370,Oxford,40,GB,1619799811,50,51.7522,-1.256,52.0,3.44
371,Te Anau,24,NZ,1619800085,93,-45.4167,167.7167,39.94,1.32
372,Mt. Pleasant,1,US,1619799998,50,32.7941,-79.8626,84.99,6.91
373,Lukovetskiy,40,RU,1619800086,75,64.2956,41.9211,37.4,4.47
374,Ishigaki,83,JP,1619800086,88,24.3448,124.1572,74.73,11.79
375,Adrar,87,MR,1619800087,22,20.5022,-10.0711,91.76,1.72
376,Monforte de Lemos,8,ES,1619800082,54,42.5216,-7.5142,53.01,1.99
377,Sumkino,58,RU,1619800088,43,58.1108,68.3244,41.68,10.76
378,Artyom,0,AZ,1619800088,88,40.4723,50.333,57.2,6.91
379,Nishihara,75,JP,1619800088,78,26.1842,127.7558,71.6,6.91
380,Galeana,11,MX,1619800089,52,24.8333,-100.0667,71.01,5.99
381,Sungai Penuh,100,ID,1619800089,92,-2.0833,101.3833,66.2,3.69
382,Moctezuma,0,MX,1619800090,31,29.8,-109.6667,71.01,12.12
383,Carutapera,100,BR,1619800090,95,-1.195,-46.02,74.28,6.44
384,Dubbo,0,AU,1619799827,82,-32.25,148.6167,59.0,13.8
385,Barentu,93,ER,1619800091,21,15.1139,37.5928,89.87,13.33
386,Kargasok,25,RU,1619800092,75,59.0556,80.8572,41.95,13.94
387,Selma,40,US,1619800092,28,36.5708,-119.6121,77.0,6.91
388,Russell,1,US,1619800093,53,32.3502,-85.1999,77.0,6.91
389,Anloga,20,GH,1619800093,66,5.7947,0.8973,87.8,13.8
390,Coolum Beach,100,AU,1619800094,99,-26.5333,153.1,64.0,1.01
391,Newport,58,GB,1619799960,61,51.5877,-2.9984,53.01,3.0
392,Hambantota,75,LK,1619800094,100,6.1241,81.1185,78.8,2.3
393,Hay River,100,CA,1619800095,93,60.8156,-115.7999,33.8,3.44
394,Derzhavīnsk,46,KZ,1619800095,40,51.1,66.3167,53.15,7.85
395,Padang,20,ID,1619799860,94,-0.9492,100.3543,77.0,2.3
396,Baoqing,100,CN,1619799952,62,46.3317,132.2111,46.76,4.21
397,Anakapalle,20,IN,1619799886,84,17.6833,83.0167,84.2,5.75
398,Bom Jesus,79,BR,1619800096,31,-9.0744,-44.3586,94.93,7.74
399,Hermosillo,1,MX,1619799869,16,29.0667,-110.9667,84.2,18.41
400,Xichang,89,CN,1619800097,62,27.8964,102.2634,61.54,2.04
401,Rock Sound,78,BS,1619800097,75,24.9,-76.2,77.25,8.93
402,Gemeente Wageningen,90,NL,1619800098,87,51.9667,5.6667,51.01,5.75
403,Novyy Buh,0,UA,1619800098,52,47.6931,32.5216,66.2,13.42
404,Abéché,3,TD,1619800099,8,13.8292,20.8324,101.21,7.34
405,Xinqing,98,CN,1619800099,62,48.2333,129.5,43.21,4.12
406,Stenlille,90,DK,1619800100,66,55.5402,11.5915,51.01,8.05
407,Misratah,99,LY,1619800100,44,32.3754,15.0925,82.81,13.24
408,Kavieng,80,PG,1619800101,76,-2.5744,150.7967,81.55,4.99
409,Garissa,85,KE,1619800101,42,-0.4536,39.6401,89.98,17.2
410,Changli,27,CN,1619800101,68,39.7042,119.1506,44.73,6.04
411,Maturin,99,VE,1619800102,54,9.75,-63.1767,85.35,4.63
412,Lata,40,PT,1619800102,48,40.1629,-8.3327,64.99,18.41
413,Palmeira das Missões,0,BR,1619800103,28,-27.8994,-53.3136,73.69,8.66
414,Baker City,1,US,1619800103,44,44.7749,-117.8344,63.0,2.33
415,Jiuquan,41,CN,1619800104,9,39.7432,98.5174,69.28,11.36
416,Skeldon,48,GY,1619800104,84,5.8833,-57.1333,80.13,4.68
417,Van,75,TR,1619799883,67,38.4924,43.3831,55.4,9.22
418,Sebezh,90,RU,1619800105,90,56.2955,28.4654,44.13,9.6
419,Baruun-Urt,29,MN,1619800105,53,46.6806,113.2792,34.38,12.62
420,Lufilufi,20,WS,1619800106,94,-13.8745,-171.5986,75.2,10.78
421,Salalah,75,OM,1619800106,84,17.0151,54.0924,84.2,9.22
422,Gmina Lwówek Śląski,93,PL,1619800106,65,51.1107,15.5858,53.01,1.99
423,Izumo,75,JP,1619800107,93,35.3667,132.7667,51.8,3.44
424,Bousso,77,TD,1619800107,19,10.4795,16.7117,101.8,2.19
425,Onega,100,RU,1619800108,74,63.9061,38.1404,37.53,8.52
426,Susanville,1,US,1619800108,34,40.4163,-120.653,66.99,3.36
427,Talcahuano,90,CL,1619800109,77,-36.7167,-73.1167,59.0,11.5
428,Tingo María,20,PE,1619800109,61,-9.2895,-76.0088,80.6,3.44
429,Mogadishu,43,SO,1619800011,72,2.0371,45.3438,83.12,10.31
430,Avera,1,US,1619800110,47,33.194,-82.5271,78.8,11.5
431,Pochutla,90,MX,1619800110,58,15.7432,-96.4661,89.01,11.5
432,Montes Altos,40,BR,1619800110,74,-5.8333,-47.0667,84.2,6.91
433,Bay Roberts,75,CA,1619800111,61,47.5999,-53.2648,48.2,14.97
434,Mayumba,100,GA,1619800111,80,-3.432,10.6554,81.64,6.2
435,Narsaq,20,GL,1619800112,25,60.9167,-46.05,59.0,20.71
436,Sabang,100,ID,1619800070,69,5.8933,95.3214,83.43,3.0
437,Torrington,80,US,1619800112,71,41.8007,-73.1212,57.99,5.01
438,Vuktyl,91,RU,1619800113,45,63.8567,57.3094,39.6,5.53
439,Antalaha,42,MG,1619800113,90,-14.9003,50.2788,76.08,7.99
440,Kasungu,20,MW,1619800114,79,-13.0333,33.4833,68.72,6.06
441,Vanimo,79,PG,1619800114,88,-2.6741,141.3028,78.39,6.24
442,Pouébo,83,NC,1619800115,78,-20.4,164.5667,71.98,14.65
443,Barra de Tecoanapa,54,MX,1619800115,60,16.5167,-98.75,85.39,7.78
444,Peno,100,RU,1619800116,94,56.9262,32.7426,46.08,5.66
445,Impfondo,99,CG,1619799964,70,1.6381,18.0667,82.27,2.59
446,Nova Londrina,30,BR,1619800117,25,-22.7658,-52.985,83.16,11.21
447,Asha,69,RU,1619800117,61,54.9973,57.2722,42.67,2.75
448,Launceston,0,AU,1619800020,100,-41.45,147.1667,51.01,4.61
449,Woodward,1,US,1619800118,32,36.4337,-99.3904,71.6,4.61
450,Karpathos,0,GR,1619800118,57,35.507,27.2132,75.2,4.61
451,Oranjemund,0,NA,1619800119,75,-28.55,16.4333,59.85,17.98
452,Aranos,0,NA,1619800119,24,-24.1333,19.1167,68.61,10.02
453,Zeerust,20,ZA,1619800119,51,-25.5369,26.0751,62.6,5.75
454,São João da Barra,75,BR,1619800120,65,-21.6403,-41.0511,77.0,13.8
455,Międzyrzec Podlaski,62,PL,1619800120,66,51.9864,22.7825,53.62,14.16
456,Portland,75,US,1619800121,67,45.5234,-122.6762,57.2,8.05
457,Basco,1,PH,1619800121,80,20.4487,121.9702,78.06,6.51
458,Burnie,19,AU,1619800122,92,-41.0667,145.9167,54.0,3.0
459,Awjilah,0,LY,1619800122,7,29.1081,21.2869,102.4,9.48
460,Olinda,75,BR,1619800123,83,-8.0089,-34.8553,77.0,11.5
461,Atar,5,MR,1619799991,15,20.5169,-13.0499,93.22,10.27
462,Manturovo,100,RU,1619800124,92,58.3353,44.7619,45.3,12.37
463,Mirny,100,RU,1619800124,96,62.5353,113.9611,30.34,3.4
464,Qiqihar,86,CN,1619800124,50,47.3408,123.9672,45.05,4.25
465,Bac Lieu,12,VN,1619800125,72,9.285,105.7244,84.07,7.23
466,Nelson Bay,75,AU,1619800125,100,-32.7167,152.15,63.0,9.8
467,Elizabeth,75,US,1619799851,39,40.664,-74.2107,66.2,20.71
468,Suez,1,EG,1619800126,15,29.9737,32.5263,88.52,19.73
469,Lincoln Village,75,US,1619800127,55,39.9548,-83.1307,61.0,12.66
470,Cochrane,1,CA,1619800127,27,51.1834,-114.4687,64.4,28.77
471,Hailar,100,CN,1619800127,72,49.2,119.7,38.03,2.89
472,Taltal,50,CL,1619800128,67,-25.4,-70.4833,67.77,8.28
473,Eureka,1,US,1619800128,76,40.8021,-124.1637,55.99,3.44
474,Moindou,0,NC,1619800129,68,-21.6924,165.677,69.8,2.3
475,San Fernando del Valle de Catamarca,2,AR,1619800129,54,-28.4696,-65.7852,79.0,10.0
476,Edson,1,CA,1619800130,29,53.5835,-116.4356,60.8,13.8
477,Stabat,40,ID,1619800130,83,3.761,98.4513,78.8,3.44
478,Sanson,100,NZ,1619800131,75,-40.2167,175.4167,55.0,3.0
479,Raja,95,SS,1619800131,40,8.4596,25.678,85.48,4.34
480,Mareeba,40,AU,1619800131,73,-17.0,145.4333,73.4,10.36
481,Araouane,81,ML,1619800132,21,18.9048,-3.5265,96.1,9.82
482,Eldama Ravine,75,KE,1619800132,43,0.0516,35.7308,71.6,5.75
483,Murgab,90,TM,1619800133,50,37.4966,61.9714,77.0,12.64
484,Sisimiut,42,GL,1619800133,69,66.9395,-53.6735,39.42,5.41
485,Yasnogorsk,98,RU,1619800134,82,54.4803,37.6975,53.96,21.14
486,Mola di Bari,95,IT,1619799906,39,41.0609,17.0873,78.01,10.85
487,Jacareacanga,53,BR,1619800134,47,-6.2222,-57.7528,91.65,3.13
488,Capreol,90,CA,1619800135,64,46.706,-80.9225,37.99,24.16
489,Stornoway,20,GB,1619800135,66,58.2093,-6.3865,46.99,13.8
490,Forsytheganj,100,BY,1619800136,92,52.6333,29.7333,54.23,3.69
491,Quthing,99,LS,1619800136,86,-30.4,27.7003,46.35,6.73
492,Tombouctou,100,ML,1619800137,22,20.0,-3.0,92.59,13.13
493,Skalat,96,UA,1619800137,87,49.4273,25.9787,55.92,11.1
494,Bhuj,95,IN,1619800138,61,23.2667,69.6667,83.77,16.04
495,Lengshuijiang,66,CN,1619800138,68,27.6881,111.4294,69.64,3.11
496,Nizwá,69,OM,1619800138,41,22.9333,57.5333,78.73,3.91
497,Newry,91,GB,1619800139,68,54.1784,-6.3374,48.0,4.0
498,Hutchinson,1,US,1619799898,25,38.0608,-97.9298,73.99,6.91
499,Muravlenko,100,RU,1619800139,93,63.7898,74.523,31.26,16.6
500,Srednekolymsk,28,RU,1619800140,97,67.45,153.6833,4.86,6.53
501,Moranbah,0,AU,1619800140,93,-22.0016,148.0466,61.65,9.17
502,Tezu,67,IN,1619800141,33,27.9167,96.1667,80.73,4.45
503,Okhotsk,95,RU,1619800090,80,59.3833,143.3,32.16,5.53
504,Berlevåg,75,NO,1619800141,80,70.8578,29.0864,28.4,24.16
505,Sigli,91,ID,1619800142,81,5.3848,95.9609,79.83,3.62
506,Margate,5,GB,1619800055,57,51.3813,1.3862,54.0,1.99
507,Parakou,97,BJ,1619800142,25,9.3372,2.6303,98.33,7.0
508,Ayagoz,99,KZ,1619800143,69,47.9714,80.4392,48.94,19.51
509,Cockburn Town,40,TC,1619800132,61,21.4612,-71.1419,80.6,11.5
510,Yeppoon,40,AU,1619800144,82,-23.1333,150.7333,64.4,6.91
511,Honiara,80,SB,1619800144,83,-9.4333,159.95,76.17,4.85
512,Harlingen,90,US,1619800065,73,26.1906,-97.6961,77.0,11.5
513,Iwanai,100,JP,1619800145,92,42.9744,140.5089,42.55,11.54
514,Shellbrook,75,CA,1619800145,30,53.2168,-106.4011,53.6,14.97
515,Kieta,68,PG,1619800146,81,-6.2167,155.6333,78.22,1.54
516,Kuytun,100,RU,1619800146,82,54.3419,101.5036,42.76,9.46
517,Noumea,0,NC,1619799905,68,-22.2763,166.4572,75.0,2.3
518,Binzhou,3,CN,1619800147,75,37.3667,118.0167,43.39,5.32
519,Igarka,89,RU,1619799853,87,67.4667,86.5833,30.85,12.26
520,Krasnovishersk,49,RU,1619800147,61,60.4078,57.082,35.33,3.4
521,Tabuk,80,PH,1619800148,88,17.4189,121.4443,75.79,1.36
522,Jogbani,40,IN,1619800149,41,26.4167,87.25,82.22,8.63
523,Emerald,9,AU,1619800149,94,-23.5333,148.1667,62.6,6.91
524,Genhe,97,CN,1619800149,96,50.7833,121.5167,35.24,4.61
525,Neuquén,0,AR,1619800085,52,-38.9516,-68.0591,64.4,5.75
526,Bulalacao,50,PH,1619800150,79,12.3254,121.3435,79.38,9.35
527,Gonder,100,ET,1619800151,44,12.6,37.4667,68.97,5.28
528,Haljala,4,EE,1619800151,49,59.4336,26.2614,41.99,7.31
529,Richards Bay,100,ZA,1619800152,88,-28.783,32.0377,66.27,16.98
530,Great Falls,1,US,1619800152,28,47.5002,-111.3008,72.0,24.16
531,Americus,1,US,1619800153,50,32.0724,-84.2327,78.8,5.75
532,Akle,75,PH,1619800153,83,15.0482,121.0733,82.99,4.61
533,Caucayá,93,CO,1619800154,85,-0.1934,-74.7819,78.62,1.61
534,Bubaque,64,GW,1619800154,67,11.2833,-15.8333,79.39,19.73
535,Biak,71,ID,1619800154,80,-0.9131,122.8766,76.89,1.52
536,Chifeng,100,CN,1619800155,31,42.2683,118.9636,46.02,4.61
537,Vilnius,75,LT,1619800155,71,54.6892,25.2798,51.8,12.66
538,Gebog,84,ID,1619800156,87,-6.735,110.8444,75.04,2.91
539,Porto-Novo,40,BJ,1619800156,70,6.4965,2.6036,87.8,13.8
540,Beloha,42,MG,1619800157,73,-25.1667,45.05,73.47,6.51
541,Inongo,97,CD,1619800157,84,-1.95,18.2667,76.19,6.87
542,Prince Rupert,90,CA,1619800158,93,54.3161,-130.3201,44.6,11.5
543,Zaysan,100,KZ,1619800158,48,47.4667,84.8667,65.28,4.5
544,Makakilo City,1,US,1619800158,78,21.3469,-158.0858,73.4,4.61
545,Dandong,100,CN,1619800159,65,40.1292,124.3947,47.93,4.41
546,Krasnosel'kup,100,RU,1619800159,98,65.7,82.4667,34.47,14.63
547,Road Town,40,VG,1619800160,74,18.4167,-64.6167,82.4,10.36
548,Prainha,99,BR,1619800160,61,-1.8,-53.48,86.25,3.42
549,Dhārchula,100,IN,1619800161,68,29.85,80.5333,64.11,7.29
550,Kehl,90,DE,1619800161,71,48.573,7.8152,48.2,8.05
551,Merauke,99,ID,1619800162,88,-8.4667,140.3333,76.6,9.78
552,Matiri,86,TZ,1619800162,88,-10.75,34.9,64.06,3.13
553,Broome,90,US,1619800163,62,42.2506,-75.833,51.8,23.02
554,Ust-Tsilma,86,RU,1619800101,55,65.441,52.1498,38.43,4.59
555,Glendive,1,US,1619800163,39,47.1053,-104.7125,68.0,18.41
556,Dekar,5,BW,1619800164,36,-21.5333,21.9333,76.15,6.64
557,Hamilton,1,US,1619799964,42,39.1834,-84.5333,69.01,6.91
558,Oyón,7,PE,1619800164,45,-10.6681,-76.7731,55.9,4.16
559,Missoula,1,US,1619800016,35,47.0166,-113.8009,62.01,8.14
560,Leningradskiy,90,RU,1619800165,93,69.3833,178.4167,12.9,15.39
561,Dehlorān,0,IR,1619800166,13,32.6941,47.2679,90.95,7.18
562,Cascais,40,PT,1619800166,55,38.6979,-9.4215,64.0,18.41
563,Bonavista,63,CA,1619800166,62,48.6499,-53.1147,51.8,5.75
564,Samarai,53,PG,1619800167,78,-10.6167,150.6667,79.48,8.16
565,Kyra,16,RU,1619800167,61,49.5776,111.9753,30.87,6.42
566,Gravdal,40,NO,1619800168,60,68.1214,13.5031,35.6,12.66
567,Colac,8,AU,1619800168,79,-38.3333,143.5833,57.0,3.85
568,Sicuani,16,PE,1619800169,44,-14.2694,-71.2261,55.42,5.61
569,Willowmore,55,ZA,1619800169,53,-33.2926,23.4895,56.3,6.15
570,Pokhvistnevo,73,RU,1619800170,57,53.6524,52.1274,50.85,6.62
571,Pāsighāt,66,IN,1619800170,38,28.0667,95.3333,80.8,4.38
572,Jumla,100,NP,1619800171,87,29.2747,82.1838,52.79,2.1
573,Mnogovershinnyy,98,RU,1619800172,96,53.9353,139.9242,24.48,1.36
574,Khorixas,1,NA,1619800172,21,-20.3667,14.9667,84.38,12.75
575,Catherinas Lust,75,GY,1619800172,71,6.4,-57.6,82.24,6.35
576,Usinsk,97,RU,1619800173,60,65.9939,57.5281,37.45,12.44
577,Grand Gaube,9,MU,1619800173,82,-20.0064,57.6608,78.01,5.99
578,Harper,99,LR,1619800174,70,4.375,-7.7169,84.04,6.08
579,Barguzin,46,RU,1619800174,65,53.6167,109.6167,34.9,2.93
580,Weligama,45,LK,1619800034,86,5.9667,80.4167,79.0,4.38
581,Clovis,40,US,1619800038,28,36.8252,-119.7029,77.0,6.91
582,Nānākuli,1,US,1619800175,78,21.3906,-158.1547,69.8,4.61
583,San Rafael,41,AR,1619800044,35,-34.6177,-68.3301,72.52,10.36
584,North Bend,1,US,1619800176,76,43.4065,-124.2243,61.0,5.75
585,Imperial Beach,20,US,1619800177,46,32.5839,-117.1131,84.2,9.22
